pi	EigenGWAS
Solyc07g005720	Solyc08g081720
Solyc07g005730	Solyc08g081730
Solyc07g005740	Solyc08g081740
Solyc07g005750	Solyc08g081750
Solyc07g005760	Solyc08g081760
Solyc07g005770	Solyc08g081770
Solyc07g005780	Solyc08g081780
Solyc07g005790	Solyc08g081790
Solyc07g005800	Solyc08g081800
Solyc07g005810	Solyc08g081810
Solyc07g005820	Solyc08g081820
Solyc07g005830	Solyc08g081830
Solyc07g005840	Solyc08g081840
Solyc07g005850	Solyc08g081850
Solyc07g005860	Solyc08g081860
Solyc07g005870	Solyc08g081870
Solyc07g005880	Solyc08g081880
Solyc07g005890	Solyc08g081890
Solyc07g005900	Solyc08g081900
Solyc07g005910	Solyc08g081910
Solyc07g005920	Solyc08g081920
Solyc07g005930	Solyc08g081930
Solyc07g005940	Solyc08g081940
Solyc07g005950	Solyc08g081950
Solyc07g005960	Solyc08g081960
Solyc07g005970	Solyc08g081970
Solyc07g005980	Solyc08g081980
Solyc07g005990	Solyc08g081990
Solyc07g006000	Solyc08g082000
Solyc07g006010	Solyc08g082010
Solyc07g006020	Solyc08g082020
Solyc07g006030	Solyc08g082030
Solyc07g006040	Solyc08g082040
Solyc07g006050	Solyc08g082050
Solyc07g006060	Solyc08g082060
Solyc07g006070	Solyc08g082070
Solyc07g006080	Solyc08g082080
Solyc07g006090	Solyc08g082090
Solyc07g006100	Solyc08g082100
Solyc07g006110	Solyc08g082110
Solyc07g006120	Solyc08g082120
Solyc07g006130	Solyc08g082130
Solyc07g006140	Solyc08g082140
Solyc07g006150	Solyc08g082150
Solyc07g006160	Solyc08g082160
Solyc07g006170	Solyc08g082170
Solyc07g006180	Solyc08g082180
Solyc07g006190	Solyc08g082190
Solyc07g006200	Solyc08g082200
Solyc07g006210	Solyc08g082210
Solyc07g006220	Solyc08g082220
Solyc07g006230	Solyc08g082230
Solyc07g006240	Solyc08g082240
Solyc07g006250	Solyc08g082250
Solyc07g006260	Solyc08g082260
Solyc07g006270	Solyc08g082270
Solyc07g006280	Solyc08g082280
Solyc07g006290	Solyc08g082290
Solyc07g006300	Solyc08g082300
Solyc07g006310	Solyc08g082310
Solyc07g006320	Solyc08g082320
Solyc07g006330	Solyc08g082330
Solyc07g006340	Solyc08g082340
Solyc07g006350	Solyc08g082350
Solyc07g006360	Solyc08g082360
Solyc07g006370	Solyc08g082370
Solyc07g006380	Solyc08g082380
Solyc07g006390	Solyc08g082390
Solyc07g006400	Solyc08g082400
Solyc07g006410	Solyc08g082410
Solyc07g006420	Solyc08g082420
Solyc07g006430	Solyc08g082430
Solyc07g006440	Solyc08g083230
Solyc07g006450	Solyc08g083240
Solyc07g006460	Solyc08g083250
Solyc07g006470	Solyc08g083260
Solyc07g006480	Solyc08g083270
Solyc07g006490	Solyc08g083280
Solyc07g006500	Solyc08g083290
Solyc07g006510	Solyc08g083300
Solyc07g006520	Solyc08g083310
Solyc07g006530	Solyc08g083320
Solyc07g006540	Solyc08g083330
Solyc07g006550	Solyc08g083340
Solyc07g006560	Solyc08g083350
Solyc07g006570	Solyc08g083360
Solyc07g006580	Solyc08g083370
Solyc07g006590	Solyc08g083380
Solyc07g006600	Solyc08g083390
Solyc07g006610	Solyc08g083400
Solyc07g006620	Solyc09g014680
Solyc07g006630	Solyc09g015500
Solyc07g006640	Solyc09g018360
Solyc07g006650	Solyc09g018370
Solyc07g006660	Solyc09g037120
Solyc07g006670	Solyc09g037130
Solyc07g006680	Solyc09g061400
Solyc07g006690	Solyc09g061410
Solyc07g007860	Solyc09g061420
Solyc07g007870	Solyc09g061430
Solyc07g007880	Solyc09g061440
Solyc07g007890	Solyc09g066050
Solyc07g007900	Solyc09g066060
Solyc07g007910	Solyc09g066070
Solyc07g007920	Solyc09g066080
Solyc07g007930	Solyc09g066090
Solyc07g007940	Solyc09g072760
Solyc07g007950	Solyc09g072770
Solyc07g007960	Solyc09g072780
Solyc07g007970	Solyc09g072790
Solyc07g007980	Solyc09g082820
Solyc07g007990	Solyc09g082830
Solyc07g008000	Solyc09g082840
Solyc07g008010	Solyc09g082850
Solyc07g008020	Solyc09g082860
Solyc07g008030	Solyc09g082870
Solyc07g008040	Solyc09g082880
Solyc07g008050	Solyc09g082890
Solyc07g008060	Solyc09g082900
Solyc07g008070	Solyc09g089610
Solyc07g008080	Solyc09g089620
Solyc07g008090	Solyc09g089630
Solyc07g008100	Solyc09g089640
Solyc07g008110	Solyc09g089650
Solyc07g008120	Solyc09g089660
Solyc07g008130	Solyc09g089670
Solyc07g008140	Solyc09g089680
Solyc07g008150	Solyc09g089690
Solyc07g008160	Solyc09g089700
Solyc07g008170	Solyc09g089710
Solyc07g008180	Solyc09g089720
Solyc07g008190	Solyc09g089730
Solyc07g008200	Solyc09g089740
Solyc07g008210	Solyc09g089750
Solyc07g008220	Solyc09g089760
Solyc07g008230	Solyc09g089770
Solyc07g008240	Solyc09g089780
Solyc07g008250	Solyc09g089790
Solyc07g008260	Solyc09g089800
Solyc07g008270	Solyc09g089810
Solyc07g008280	Solyc09g089820
Solyc07g008290	Solyc09g089830
Solyc07g008300	Solyc09g089840
Solyc07g008310	Solyc09g089850
Solyc07g008320	Solyc09g089860
Solyc07g008330	Solyc09g089870
Solyc07g008340	Solyc09g090780
Solyc07g008350	Solyc09g090790
Solyc07g008360	Solyc09g090800
Solyc07g008370	Solyc09g090810
Solyc07g008550	Solyc09g090820
Solyc07g008560	Solyc09g090830
Solyc07g008570	Solyc09g090840
Solyc07g008580	Solyc09g090850
Solyc07g008590	Solyc09g090860
Solyc07g008600	Solyc09g090870
Solyc07g008610	Solyc09g090880
Solyc07g008620	Solyc09g091520
Solyc07g008630	Solyc09g091530
Solyc07g008640	Solyc09g091540
Solyc07g008650	Solyc09g091550
Solyc07g008660	Solyc09g091560
Solyc07g008670	Solyc09g091570
Solyc07g009480	Solyc09g091580
Solyc07g009490	Solyc09g091590
Solyc07g009500	Solyc09g091600
Solyc07g009510	Solyc09g091610
Solyc07g009520	Solyc09g091620
Solyc07g009530	Solyc09g091630
Solyc07g009540	Solyc09g091640
Solyc07g009550	Solyc09g091650
Solyc07g009560	Solyc10g005540
Solyc07g009570	Solyc10g005550
Solyc07g009580	Solyc10g005560
Solyc07g014580	Solyc10g005580
Solyc07g015950	Solyc10g005570
Solyc07g018210	Solyc10g005590
Solyc07g018220	Solyc10g005600
Solyc07g018230	Solyc10g005610
Solyc07g018240	Solyc10g005620
Solyc07g018250	Solyc10g005630
Solyc07g019430	Solyc10g005640
Solyc07g019460	Solyc10g005650
Solyc07g019580	Solyc10g005660
Solyc07g019590	Solyc10g005670
Solyc07g019600	Solyc10g005680
Solyc07g019610	Solyc10g005690
Solyc07g019620	Solyc10g005700
Solyc07g019680	Solyc10g005710
Solyc07g020930	Solyc10g005720
Solyc07g020940	Solyc10g005730
Solyc07g020950	Solyc10g005740
Solyc07g021350	Solyc10g005750
Solyc07g021360	Solyc10g005760
Solyc07g021410	Solyc10g005770
Solyc07g021420	Solyc10g005780
Solyc07g021430	Solyc10g005790
Solyc07g021440	Solyc10g005800
Solyc07g021450	Solyc10g005810
Solyc07g021460	Solyc10g005820
Solyc07g021480	Solyc10g005830
Solyc07g021530	Solyc10g005840
Solyc07g021540	Solyc10g005850
Solyc07g021550	Solyc10g005860
Solyc07g021560	Solyc10g005870
Solyc07g021600	Solyc10g005880
Solyc07g021680	Solyc10g005890
Solyc07g021690	Solyc10g005900
Solyc07g025200	Solyc10g005910
Solyc07g025210	Solyc10g005920
Solyc07g025220	Solyc10g032560
Solyc07g025230	Solyc10g033560
Solyc07g025420	Solyc10g033570
Solyc07g025430	Solyc10g035570
Solyc07g025440	Solyc10g045020
Solyc07g025450	Solyc10g045030
Solyc07g025460	Solyc10g045040
Solyc07g025470	Solyc10g045050
Solyc07g025480	Solyc10g045090
Solyc07g026580	Solyc10g047640
Solyc07g026600	Solyc10g047650
Solyc07g026610	Solyc10g047660
Solyc07g026620	Solyc10g047670
Solyc07g026630	Solyc10g047680
Solyc07g026690	Solyc10g049500
Solyc07g026700	Solyc10g049510
Solyc07g026710	Solyc10g049520
Solyc07g026720	Solyc10g049530
Solyc07g026730	Solyc10g049540
Solyc07g026740	Solyc10g049550
Solyc07g026750	Solyc10g049560
Solyc07g026760	Solyc10g049570
Solyc07g032070	Solyc10g049580
Solyc07g032330	Solyc10g050140
Solyc07g032340	Solyc10g050150
Solyc07g032350	Solyc10g050160
Solyc07g032360	Solyc10g050170
Solyc07g032370	Solyc10g050180
Solyc07g032380	Solyc10g050190
Solyc07g032390	Solyc10g050200
Solyc07g032410	Solyc10g050210
Solyc07g032420	Solyc10g050220
Solyc07g032430	Solyc10g050230
Solyc07g032440	Solyc10g050500
Solyc07g032450	Solyc10g050510
Solyc07g032460	Solyc10g062110
Solyc07g032470	Solyc10g062120
Solyc07g032510	Solyc10g062130
Solyc07g032630	Solyc10g062140
Solyc07g032640	Solyc10g062150
Solyc07g032650	Solyc10g062340
Solyc07g032660	Solyc10g079700
Solyc07g032670	Solyc10g079710
Solyc07g032680	Solyc10g079720
Solyc07g032790	Solyc10g079730
Solyc07g032800	Solyc10g079740
Solyc07g032810	Solyc10g079750
Solyc07g032820	Solyc10g079760
Solyc07g039610	Solyc10g079770
Solyc07g041330	Solyc10g079780
Solyc07g041340	Solyc10g079790
Solyc07g041350	Solyc10g079800
Solyc07g041360	Solyc10g079810
Solyc07g041370	Solyc10g079820
Solyc07g041380	Solyc10g080610
Solyc07g041390	Solyc10g080620
Solyc07g041400	Solyc10g080630
Solyc07g041410	Solyc10g080640
Solyc07g041420	Solyc10g080650
Solyc07g041430	Solyc10g080660
Solyc07g041440	Solyc10g080670
Solyc07g041450	Solyc10g080680
Solyc07g041460	Solyc10g080690
Solyc07g041470	Solyc10g080700
Solyc07g041480	Solyc10g080710
Solyc07g041490	Solyc10g080720
Solyc07g041500	Solyc10g080730
Solyc07g041510	Solyc10g080740
Solyc07g041520	Solyc10g080750
Solyc07g041550	Solyc10g080760
Solyc07g041560	Solyc10g081420
Solyc07g041570	Solyc10g081430
Solyc07g041610	Solyc10g081440
Solyc07g041620	Solyc10g081450
Solyc07g041630	Solyc10g081460
Solyc07g041930	Solyc10g081470
Solyc07g041940	Solyc10g081480
Solyc07g041950	Solyc10g081490
Solyc07g041960	Solyc10g081500
Solyc07g041970	Solyc10g081510
Solyc07g042520	Solyc10g081520
Solyc07g042530	Solyc10g081530
Solyc07g042540	Solyc10g081540
Solyc07g042550	Solyc10g081550
Solyc07g042560	Solyc10g081560
Solyc07g042570	Solyc10g081570
Solyc07g042580	Solyc10g081580
Solyc07g042590	Solyc10g081590
Solyc07g042600	Solyc10g081600
Solyc07g042610	Solyc10g081610
Solyc07g042620	Solyc10g081620
Solyc07g042630	Solyc10g081630
Solyc07g042650	Solyc10g081640
Solyc07g042660	Solyc10g081650
Solyc07g042670	Solyc10g081660
Solyc07g042680	Solyc10g081670
Solyc07g042690	Solyc10g081680
Solyc07g042700	Solyc10g081690
Solyc07g042710	Solyc10g081700
Solyc07g042720	Solyc10g081710
Solyc07g042730	Solyc10g081720
Solyc07g042740	Solyc10g081730
Solyc07g042750	Solyc10g081740
Solyc07g042760	Solyc10g081750
Solyc07g042770	Solyc10g081760
Solyc07g042780	Solyc10g081770
Solyc07g042920	Solyc10g081780
Solyc07g042930	Solyc10g081790
Solyc07g042940	Solyc10g081800
Solyc07g042950	Solyc10g081810
Solyc07g042960	Solyc10g081820
Solyc07g042970	Solyc10g081830
Solyc07g042980	Solyc10g081840
Solyc07g042990	Solyc10g081850
Solyc07g043000	Solyc10g081860
Solyc07g043010	Solyc10g081870
Solyc07g043020	Solyc10g081880
Solyc07g043030	Solyc10g081890
Solyc07g043040	Solyc10g081900
Solyc07g043050	Solyc10g081910
Solyc07g043060	Solyc10g081920
Solyc07g043070	Solyc10g081930
Solyc07g043080	Solyc10g081940
Solyc07g043090	Solyc10g081950
Solyc07g043100	Solyc10g081960
Solyc07g043110	Solyc10g081970
Solyc07g043120	Solyc10g081980
Solyc07g043130	Solyc10g081990
Solyc07g043140	Solyc10g082000
Solyc07g043150	Solyc10g082010
Solyc07g043160	Solyc10g082020
Solyc07g043170	Solyc10g082030
Solyc07g043180	Solyc10g082040
Solyc07g043190	Solyc10g082050
Solyc07g043200	Solyc10g082060
Solyc07g043210	Solyc10g083060
Solyc07g043220	Solyc10g083070
Solyc07g043230	Solyc10g083080
Solyc07g043240	Solyc10g083090
Solyc07g043390	Solyc10g083100
Solyc07g043400	Solyc10g083110
Solyc07g043410	Solyc10g083120
Solyc07g043420	Solyc10g083130
Solyc07g043430	Solyc10g083140
Solyc07g043440	Solyc10g083150
Solyc07g043450	Solyc10g083160
Solyc07g043460	Solyc10g083170
Solyc07g043470	Solyc10g083180
Solyc07g043480	Solyc10g083190
Solyc07g043490	Solyc10g083200
Solyc07g043500	Solyc10g083210
Solyc07g043510	Solyc10g083220
Solyc07g043530	Solyc10g083230
Solyc07g043540	Solyc10g083240
Solyc07g044990	Solyc10g083250
Solyc07g045000	Solyc10g083260
Solyc07g045010	Solyc10g083270
Solyc07g045020	Solyc10g083280
Solyc07g045030	Solyc10g083290
Solyc07g045040	Solyc10g083300
Solyc07g045050	Solyc10g083310
Solyc07g045060	Solyc10g083320
Solyc07g045070	Solyc10g083330
Solyc07g045080	Solyc10g083340
Solyc07g045090	Solyc10g083350
Solyc07g045100	Solyc10g083360
Solyc07g045110	Solyc10g083370
Solyc07g045120	Solyc10g083380
Solyc07g045140	Solyc10g083390
Solyc07g045150	Solyc10g083400
Solyc07g045160	Solyc10g083410
Solyc07g045170	Solyc10g083420
Solyc07g045180	Solyc10g083430
Solyc07g045190	Solyc10g083440
Solyc07g045200	Solyc10g083450
Solyc07g045210	Solyc10g083460
Solyc07g045220	Solyc10g083470
Solyc07g045230	Solyc10g083480
Solyc07g045240	Solyc10g083490
Solyc07g045250	Solyc10g083500
Solyc07g045260	Solyc10g083510
Solyc07g045270	Solyc10g083520
Solyc07g045280	Solyc10g083530
Solyc07g045290	Solyc10g083540
Solyc07g045300	Solyc10g083550
Solyc07g045310	Solyc10g083560
Solyc07g045320	Solyc10g084420
Solyc07g045330	Solyc10g084430
Solyc07g045340	Solyc10g084440
Solyc07g045350	Solyc10g084450
Solyc07g048100	Solyc10g084460
Solyc07g048110	Solyc10g084470
Solyc07g048120	Solyc10g084480
Solyc07g049120	Solyc10g084490
Solyc07g049130	Solyc10g084500
Solyc07g049140	Solyc10g084510
Solyc07g049150	Solyc10g084520
Solyc07g049160	Solyc10g084530
Solyc07g049170	Solyc10g084540
Solyc07g049180	Solyc10g084550
Solyc07g049190	Solyc10g084560
Solyc07g049200	Solyc10g087010
Solyc07g049210	Solyc10g087030
Solyc07g049220	Solyc10g084590
Solyc07g049230	Solyc10g084600
Solyc07g049240	Solyc10g084610
Solyc07g049250	Solyc10g084620
Solyc07g049260	Solyc10g084630
Solyc07g049270	Solyc10g084640
Solyc07g049280	Solyc10g084650
Solyc07g049290	Solyc10g084660
Solyc07g051850	Solyc10g084670
Solyc07g051860	Solyc10g084680
Solyc07g051870	Solyc10g084690
Solyc07g051880	Solyc10g084700
Solyc07g051890	Solyc10g084710
Solyc07g051900	Solyc10g084720
Solyc07g051910	Solyc10g084730
Solyc07g051920	Solyc10g084740
Solyc07g051930	Solyc10g084750
Solyc08g005060	Solyc10g084760
Solyc08g005070	Solyc10g084770
Solyc08g005080	Solyc10g084780
Solyc08g005090	Solyc10g084790
Solyc08g005100	Solyc10g084800
Solyc08g005110	Solyc10g084810
Solyc08g005120	Solyc10g084820
Solyc08g005130	Solyc10g084830
Solyc08g005140	Solyc10g084840
Solyc08g005150	Solyc10g084850
Solyc08g005160	Solyc10g084860
Solyc08g005170	Solyc10g084870
Solyc08g005180	Solyc10g084880
Solyc08g005190	Solyc10g084890
Solyc08g005200	Solyc10g084900
Solyc08g005210	Solyc10g084910
Solyc08g005220	Solyc10g085900
Solyc08g005230	Solyc10g085910
Solyc08g005240	Solyc10g085920
Solyc08g005250	Solyc10g085930
Solyc08g005260	Solyc10g085940
Solyc08g005270	Solyc10g085950
Solyc08g005280	Solyc10g085960
Solyc08g005290	Solyc10g085970
Solyc08g005300	Solyc10g085980
Solyc08g005310	Solyc10g085990
Solyc08g005320	Solyc10g086000
Solyc08g005330	Solyc10g086010
Solyc08g005340	Solyc10g086020
Solyc08g005350	Solyc10g086030
Solyc08g005360	Solyc10g086040
Solyc08g005370	Solyc10g086050
Solyc08g005380	Solyc10g086060
Solyc08g005390	Solyc10g086070
Solyc08g005400	Solyc10g086080
Solyc08g005410	Solyc10g086090
Solyc08g005420	Solyc10g086100
Solyc08g005430	Solyc10g086110
Solyc08g005440	Solyc10g086120
Solyc08g005450	Solyc10g086130
Solyc08g005460	Solyc10g086150
Solyc08g005470	Solyc10g086160
Solyc08g005480	Solyc10g086170
Solyc08g005490	Solyc10g086180
Solyc08g005500	Solyc10g086190
Solyc08g005510	Solyc10g086200
Solyc08g005520	Solyc10g086210
Solyc08g005530	Solyc10g086220
Solyc08g005540	Solyc10g086230
Solyc08g005550	Solyc10g086240
Solyc08g005560	Solyc10g086250
Solyc08g005570	Solyc10g086260
Solyc08g005580	Solyc10g086270
Solyc08g005590	Solyc10g086280
Solyc08g005600	Solyc10g086290
Solyc08g005610	Solyc10g086300
Solyc08g005620	Solyc10g086310
Solyc08g005630	Solyc10g086320
Solyc08g005640	Solyc10g086330
Solyc08g005650	Solyc10g086340
Solyc08g005660	Solyc10g086350
Solyc08g005670	Solyc10g086360
Solyc08g005680	Solyc10g086370
Solyc08g005690	Solyc10g086380
Solyc08g005700	Solyc10g086390
Solyc08g005710	Solyc10g086400
Solyc08g005720	Solyc10g086410
Solyc08g005750	Solyc10g086420
Solyc08g005760	Solyc10g086430
Solyc08g005770	Solyc10g086440
Solyc08g005780	Solyc10g086450
Solyc08g005790	Solyc10g086460
Solyc08g005800	Solyc10g086470
Solyc08g005810	Solyc10g086480
Solyc08g005820	Solyc10g086490
Solyc08g005830	Solyc10g086500
Solyc08g005840	Solyc10g086510
Solyc08g005850	Solyc10g086520
Solyc08g005860	Solyc10g086530
Solyc08g005870	Solyc11g010870
Solyc08g005880	Solyc11g010880
Solyc08g005890	Solyc11g010890
Solyc08g005900	Solyc11g010900
Solyc08g005910	Solyc11g010910
Solyc08g005920	Solyc11g010920
Solyc08g006820	Solyc11g010930
Solyc08g006830	Solyc11g010940
Solyc08g006840	Solyc11g010950
Solyc08g006850	Solyc11g010960
Solyc08g006860	Solyc11g010980
Solyc08g006870	Solyc11g010990
Solyc08g006880	Solyc11g011000
Solyc08g006890	Solyc11g011010
Solyc08g007220	Solyc11g011020
Solyc08g007230	Solyc11g011030
Solyc08g007240	Solyc11g011040
Solyc08g007250	Solyc11g011050
Solyc08g007260	Solyc11g011060
Solyc08g007270	Solyc11g011070
Solyc08g007280	Solyc11g011080
Solyc08g007290	Solyc11g011760
Solyc08g007300	Solyc11g011770
Solyc08g007310	Solyc11g011780
Solyc08g007320	Solyc11g011790
Solyc08g007330	Solyc11g011800
Solyc08g007340	Solyc11g011810
Solyc08g007350	Solyc11g011820
Solyc08g007360	Solyc11g011830
Solyc08g007370	Solyc11g011840
Solyc08g007380	Solyc11g011850
Solyc08g007390	Solyc11g011860
Solyc08g007400	Solyc11g011870
Solyc08g007410	Solyc11g011880
Solyc08g007420	Solyc11g012920
Solyc08g007430	Solyc11g012930
Solyc08g007440	Solyc11g012940
Solyc08g007450	Solyc11g012950
Solyc08g007460	Solyc11g012960
Solyc08g007470	Solyc11g012970
Solyc08g007480	Solyc11g030790
Solyc08g007490	Solyc11g030800
Solyc08g007500	Solyc11g030810
Solyc08g007510	Solyc11g030820
Solyc08g007520	Solyc11g030830
Solyc08g007530	Solyc11g030840
Solyc08g007540	Solyc11g051240
Solyc08g007550	Solyc11g056240
Solyc08g007560	Solyc11g056250
Solyc08g007570	Solyc11g056260
Solyc08g007580	Solyc11g056270
Solyc08g007590	Solyc11g056280
Solyc08g007600	Solyc11g056290
Solyc08g007610	Solyc11g056300
Solyc08g007620	Solyc11g056310
Solyc08g007630	Solyc11g056320
Solyc08g007640	Solyc11g056330
Solyc08g007650	Solyc11g064800
Solyc08g007660	Solyc11g064810
Solyc08g007670	Solyc11g064820
Solyc08g007680	Solyc11g064830
Solyc08g007690	Solyc11g064840
Solyc08g007700	Solyc11g064850
Solyc08g007710	Solyc11g065240
Solyc08g007720	Solyc11g065250
Solyc08g007730	Solyc11g065260
Solyc08g007740	Solyc11g065270
Solyc08g007750	Solyc11g065280
Solyc08g007760	Solyc11g065290
Solyc08g007770	Solyc11g065300
Solyc08g007780	Solyc11g065310
Solyc08g007790	Solyc11g065320
Solyc08g007800	Solyc12g009560
Solyc08g007810	Solyc12g009570
Solyc08g007820	Solyc12g009580
Solyc08g007830	Solyc12g009590
Solyc08g007840	Solyc12g009600
Solyc08g007850	Solyc12g009610
Solyc08g007860	Solyc12g009620
Solyc08g007890	Solyc12g009630
Solyc08g007900	Solyc12g009640
Solyc08g007910	Solyc12g009650
Solyc08g007920	Solyc12g009660
Solyc08g007930	Solyc12g009670
Solyc08g007940	Solyc12g009680
Solyc08g007950	Solyc12g013490
Solyc08g007960	Solyc12g013500
Solyc08g007970	Solyc12g013510
Solyc08g007980	Solyc12g013520
Solyc08g007990	Solyc12g013530
Solyc08g008000	Solyc12g013540
Solyc08g008010	Solyc12g013550
Solyc08g008020	Solyc12g013560
Solyc08g008030	Solyc12g013570
Solyc08g008040	Solyc12g013580
Solyc08g008050	Solyc12g013590
Solyc08g008060	Solyc12g013600
Solyc08g008070	Solyc12g013610
Solyc08g008080	Solyc12g013620
Solyc08g014420	Solyc12g013630
Solyc08g014430	Solyc12g013640
Solyc08g014440	Solyc12g013650
Solyc08g014450	Solyc12g013660
Solyc08g014460	Solyc12g013670
Solyc08g014470	Solyc12g013680
Solyc08g067310	Solyc12g013690
Solyc08g067320	Solyc12g013700
Solyc08g067330	Solyc12g013710
Solyc08g067340	Solyc12g013720
Solyc08g067350	Solyc12g013730
Solyc08g067360	Solyc12g013740
Solyc08g067370	Solyc12g013750
Solyc08g067380	Solyc12g013760
Solyc08g067390	Solyc12g013770
Solyc08g067400	Solyc12g013780
Solyc08g067410	Solyc12g013790
Solyc08g067420	Solyc12g013800
Solyc08g067430	Solyc12g013810
Solyc08g067440	Solyc12g013820
Solyc08g067450	Solyc12g013830
Solyc08g067460	Solyc12g013840
Solyc08g067470	Solyc12g013850
Solyc08g067480	Solyc12g013860
Solyc08g067730	Solyc12g013870
Solyc08g067740	Solyc12g013880
Solyc08g067750	Solyc12g013890
Solyc08g067760	Solyc12g013900
Solyc08g067770	Solyc12g013910
Solyc08g067780	Solyc12g013920
Solyc08g083450	Solyc12g013930
Solyc08g067790	Solyc12g013940
Solyc08g067800	Solyc12g013950
Solyc08g067810	Solyc12g013960
Solyc08g067820	Solyc12g013970
Solyc08g068050	Solyc12g013980
Solyc08g068060	Solyc12g013990
Solyc08g068070	Solyc12g014000
Solyc08g068080	Solyc12g014010
Solyc08g068090	Solyc12g014020
Solyc08g068100	Solyc12g014030
Solyc08g068110	Solyc12g014040
Solyc08g068120	Solyc12g014050
Solyc08g068130	Solyc12g014590
Solyc08g068140	Solyc12g014600
Solyc08g068150	Solyc12g014610
Solyc08g068160	Solyc12g014620
Solyc08g068170	Solyc12g014630
Solyc08g068180	Solyc12g015630
Solyc08g068190	Solyc12g015640
Solyc08g068200	Solyc12g015650
Solyc08g068210	Solyc12g015660
Solyc08g068440	Solyc12g015670
Solyc08g068450	Solyc12g015680
Solyc08g068460	Solyc12g015690
Solyc08g068470	Solyc12g015700
Solyc08g068480	Solyc12g015710
Solyc08g068490	Solyc12g015730
Solyc08g068500	Solyc12g015740
Solyc08g068510	Solyc12g015750
Solyc08g068520	Solyc12g015760
Solyc08g068530	Solyc12g015770
Solyc08g068540	Solyc12g015780
Solyc08g068550	Solyc12g015790
Solyc08g068570	Solyc12g015800
Solyc08g068580	Solyc12g015810
Solyc08g068590	Solyc12g015820
Solyc08g068600	Solyc12g015830
Solyc08g068610	Solyc12g015840
Solyc08g069080	Solyc12g015850
Solyc08g069090	Solyc12g015860
Solyc08g069100	Solyc12g039200
Solyc08g069110	Solyc12g039210
Solyc08g069120	Solyc12g040300
Solyc08g069130	Solyc12g040310
Solyc08g069140	Solyc12g040320
Solyc08g069150	Solyc12g040330
Solyc08g069160	Solyc12g040340
Solyc08g069170	Solyc12g040350
Solyc08g069180	Solyc12g040360
Solyc08g069190	Solyc12g042900
Solyc08g069200	Solyc12g042910
Solyc08g069210	Solyc12g042920
Solyc08g069220	Solyc12g042930
Solyc08g069230	Solyc12g042940
Solyc08g075470	Solyc12g043170
Solyc08g075480	Solyc12g044170
Solyc08g075490	Solyc12g044180
Solyc08g075500	Solyc12g044190
Solyc08g075510	Solyc12g044200
Solyc08g075520	Solyc12g044210
Solyc08g075530	Solyc12g044220
Solyc08g075540	Solyc12g044230
Solyc08g075550	Solyc12g056610
Solyc08g075560	Solyc12g056620
Solyc08g075570	Solyc12g056630
Solyc08g075580	Solyc12g056640
Solyc08g075590	Solyc12g056650
Solyc08g075600	Solyc12g056660
Solyc08g075610	Solyc12g056670
Solyc08g075620	Solyc12g056680
Solyc08g075630	Solyc12g057010
Solyc08g075640	Solyc12g057020
Solyc08g075650	Solyc12g057030
Solyc08g075660	Solyc12g057040
Solyc08g075670	Solyc12g057050
Solyc08g075680	Solyc12g057060
Solyc08g075690	Solyc12g057070
Solyc08g075700	Solyc12g057080
Solyc08g075710	Solyc12g057090
Solyc08g075720	Solyc12g057100
Solyc08g075730	Solyc12g057110
Solyc08g076130	Solyc12g098730
Solyc08g076140	Solyc12g098740
Solyc08g076150	Solyc12g098750
Solyc08g076160	Solyc12g098760
Solyc08g076170	Solyc12g098770
Solyc08g076180	Solyc12g098780
Solyc08g076190	Solyc12g098790
Solyc08g076200	Solyc12g098800
Solyc08g076210	Solyc12g098810
Solyc08g076220	Solyc12g098820
Solyc08g076230	Solyc12g098830
Solyc08g076250	Solyc12g098840
Solyc08g076290	Solyc12g098850
Solyc08g076300	Solyc12g098860
Solyc08g076310	Solyc12g098870
Solyc08g076320	Solyc12g098880
Solyc08g076330	Solyc12g098890
Solyc08g076340	Solyc12g098900
Solyc08g076350	Solyc12g098910
Solyc08g076360	Solyc12g098920
Solyc08g076370	Solyc12g098930
Solyc08g076380	Solyc12g098940
Solyc08g076390	Solyc12g100160
Solyc08g076400	Solyc12g100170
Solyc08g076410	Solyc12g100180
Solyc08g076420	Solyc12g100190
Solyc08g076430	Solyc12g100200
Solyc08g076440	Solyc12g100210
Solyc08g076450	Solyc12g100220
Solyc08g076460	Solyc12g100230
Solyc08g076470	Solyc12g100240
Solyc08g076480	Solyc12g100250
Solyc08g076490	Solyc12g100260
Solyc08g076500	Solyc12g100270
Solyc08g076510	Solyc12g100280
Solyc08g076520	Solyc12g100290
Solyc08g076530	Solyc12g100300
Solyc08g076540	Solyc12g100310
Solyc08g076550	Solyc12g100320
Solyc08g076560	Solyc12g100330
Solyc08g076570	Solyc12g100340
Solyc08g076580	Solyc12g100350
Solyc08g076590	Solyc12g100360
Solyc08g076610	
Solyc08g076620	
Solyc08g076630	
Solyc08g076640	
Solyc08g076650	
Solyc08g076660	
Solyc08g076670	
Solyc08g076680	
Solyc08g076690	
Solyc08g076700	
Solyc08g076710	
Solyc08g076720	
Solyc08g077160	
Solyc08g077170	
Solyc08g077180	
Solyc08g077190	
Solyc08g077200	
Solyc08g077210	
Solyc08g077220	
Solyc08g077230	
Solyc08g077240	
Solyc08g077250	
Solyc08g077260	
Solyc08g077270	
Solyc08g077280	
