pi	EigenGWAS
Solyc04g007510	Solyc05g005980
Solyc04g007520	Solyc05g005990
Solyc04g007530	Solyc05g006000
Solyc04g007540	Solyc05g006010
Solyc04g007550	Solyc05g006020
Solyc04g007560	Solyc05g006030
Solyc04g007570	Solyc05g006040
Solyc04g007580	Solyc05g006050
Solyc04g007590	Solyc05g006060
Solyc04g007600	Solyc05g006070
Solyc04g007610	Solyc05g006080
Solyc04g007620	Solyc05g006090
Solyc04g007630	Solyc05g006100
Solyc04g007640	Solyc05g006110
Solyc04g007770	Solyc05g006120
Solyc04g007780	Solyc05g006130
Solyc04g007790	Solyc05g006140
Solyc04g007800	Solyc05g006150
Solyc04g007810	Solyc05g006160
Solyc04g007820	Solyc05g006170
Solyc04g007830	Solyc05g006180
Solyc04g007840	Solyc05g006190
Solyc04g007850	Solyc05g006200
Solyc04g007860	Solyc05g006210
Solyc04g007870	Solyc05g006220
Solyc04g007880	Solyc05g006230
Solyc04g007890	Solyc05g006240
Solyc04g007900	Solyc05g006250
Solyc04g007910	Solyc05g006260
Solyc04g007920	Solyc05g006270
Solyc04g007940	Solyc05g006280
Solyc04g007950	Solyc05g006290
Solyc04g007960	Solyc05g006300
Solyc04g007970	Solyc05g006310
Solyc04g007980	Solyc05g006320
Solyc04g007990	Solyc05g006330
Solyc04g008000	Solyc05g006340
Solyc04g008010	Solyc05g006350
Solyc04g008020	Solyc05g006360
Solyc04g008030	Solyc05g006370
Solyc04g008040	Solyc05g006380
Solyc04g008050	Solyc05g006390
Solyc04g008060	Solyc05g006400
Solyc04g008070	Solyc05g006410
Solyc04g008080	Solyc05g006420
Solyc04g008090	Solyc05g006430
Solyc04g008100	Solyc05g006440
Solyc04g008110	Solyc05g006450
Solyc04g008120	Solyc05g006460
Solyc04g008130	Solyc05g006470
Solyc04g008140	Solyc05g006490
Solyc04g008150	Solyc05g006500
Solyc04g008160	Solyc05g006510
Solyc04g008170	Solyc05g006520
Solyc04g008180	Solyc05g006530
Solyc04g008190	Solyc05g006540
Solyc04g008200	Solyc05g006550
Solyc04g008210	Solyc05g006560
Solyc04g008220	Solyc05g006570
Solyc04g008230	Solyc05g006580
Solyc04g008240	Solyc05g006590
Solyc04g008250	Solyc05g006600
Solyc04g008260	Solyc05g006610
Solyc04g008270	Solyc05g006620
Solyc04g008280	Solyc05g006630
Solyc04g008290	Solyc05g006640
Solyc04g008300	Solyc05g006650
Solyc04g008310	Solyc05g006660
Solyc04g008320	Solyc05g006670
Solyc04g008330	Solyc05g006680
Solyc04g008340	Solyc05g006690
Solyc04g008350	Solyc05g006700
Solyc04g008360	Solyc05g006710
Solyc04g008370	Solyc05g006720
Solyc04g008380	Solyc05g006730
Solyc04g008390	Solyc05g006740
Solyc04g008400	Solyc05g006750
Solyc04g008410	Solyc05g006760
Solyc04g008420	Solyc05g006770
Solyc04g008430	Solyc05g006780
Solyc04g008440	Solyc05g006790
Solyc04g008450	Solyc05g006800
Solyc04g008460	Solyc05g006810
Solyc04g008470	Solyc05g006820
Solyc04g008480	Solyc05g006830
Solyc04g008490	Solyc05g006840
Solyc04g008500	Solyc05g006850
Solyc04g008510	Solyc05g006860
Solyc04g008520	Solyc05g006870
Solyc04g008530	Solyc05g006880
Solyc04g008540	Solyc05g006890
Solyc04g008550	Solyc05g006900
Solyc04g008560	Solyc05g006910
Solyc04g008570	Solyc05g006920
Solyc04g008580	Solyc05g007190
Solyc04g008590	Solyc05g007200
Solyc04g008600	Solyc05g007210
Solyc04g008610	Solyc05g007220
Solyc04g008620	Solyc05g007230
Solyc04g008630	Solyc05g007240
Solyc04g008640	Solyc05g007250
Solyc04g025970	Solyc05g007260
Solyc04g080010	Solyc05g007270
Solyc04g080020	Solyc05g007280
Solyc04g080030	Solyc05g007290
Solyc04g080040	Solyc05g007300
Solyc04g080050	Solyc05g007310
Solyc04g080060	Solyc05g007330
Solyc04g080070	Solyc05g007340
Solyc04g080080	Solyc05g007350
Solyc04g080090	Solyc05g007360
Solyc04g080100	Solyc05g007370
Solyc04g080110	Solyc05g007380
Solyc04g080120	Solyc05g007390
Solyc04g080130	Solyc05g007400
Solyc04g080140	Solyc05g007410
Solyc04g080150	Solyc05g007420
Solyc04g080160	Solyc05g007430
Solyc04g080170	Solyc05g007440
Solyc04g080180	Solyc05g007450
Solyc04g080190	Solyc05g009480
Solyc04g080200	Solyc05g009490
Solyc04g080210	Solyc05g009500
Solyc04g080220	Solyc05g009510
Solyc04g080230	Solyc05g009520
Solyc04g080240	Solyc05g009530
Solyc04g080250	Solyc05g009540
Solyc04g080820	Solyc05g010400
Solyc04g080830	Solyc05g010410
Solyc04g080840	Solyc05g010420
Solyc04g080850	Solyc05g010430
Solyc04g080860	Solyc05g010440
Solyc04g080870	Solyc05g016640
Solyc04g080880	Solyc05g016650
Solyc04g080890	Solyc05g023610
Solyc04g080900	Solyc05g023620
Solyc04g080910	Solyc05g053490
Solyc04g080920	Solyc05g053500
Solyc04g080930	Solyc05g053510
Solyc04g080940	Solyc05g053520
Solyc04g080950	Solyc05g053530
Solyc04g080960	Solyc05g053540
Solyc04g080970	Solyc05g053550
Solyc04g081250	Solyc05g053560
Solyc04g081260	Solyc05g053570
Solyc04g081270	Solyc05g053580
Solyc04g081280	Solyc05g053590
Solyc04g081290	Solyc05g053600
Solyc04g081300	Solyc05g053610
Solyc04g081310	Solyc05g053620
Solyc04g081320	Solyc05g053630
Solyc04g081330	Solyc05g053640
Solyc05g005000	Solyc05g053650
Solyc05g005010	Solyc05g053660
Solyc05g005020	Solyc05g053670
Solyc05g005030	Solyc05g053680
Solyc05g005040	Solyc05g053690
Solyc05g005050	Solyc05g053700
Solyc05g005060	Solyc05g053710
Solyc05g005070	Solyc05g053720
Solyc05g005080	Solyc05g053730
Solyc05g005090	Solyc05g053740
Solyc05g005100	Solyc05g053750
Solyc05g005110	Solyc05g053760
Solyc05g005120	Solyc05g053770
Solyc05g005130	Solyc05g056110
Solyc05g005140	Solyc05g056120
Solyc05g005150	Solyc05g056130
Solyc05g005160	Solyc05g056140
Solyc05g005170	Solyc05g056150
Solyc05g005180	Solyc05g056160
Solyc05g005190	Solyc05g056170
Solyc05g005200	Solyc05g056180
Solyc05g005210	Solyc05g056190
Solyc05g005220	Solyc05g056200
Solyc05g005230	Solyc05g056210
Solyc05g005240	Solyc05g056220
Solyc05g005250	Solyc06g005290
Solyc05g005260	Solyc06g005300
Solyc05g005270	Solyc06g005310
Solyc05g005280	Solyc06g005320
Solyc05g005290	Solyc06g005330
Solyc05g005300	Solyc06g005340
Solyc05g005310	Solyc06g005350
Solyc05g005320	Solyc06g005360
Solyc05g005330	Solyc06g005370
Solyc05g005340	Solyc06g005380
Solyc05g005350	Solyc06g005890
Solyc05g005360	Solyc06g005900
Solyc05g005370	Solyc06g005910
Solyc05g005380	Solyc06g005920
Solyc05g005390	Solyc06g005930
Solyc05g005400	Solyc06g005940
Solyc05g005410	Solyc06g005950
Solyc05g005420	Solyc06g005960
Solyc05g005430	Solyc06g005970
Solyc05g005440	Solyc06g005980
Solyc05g005450	Solyc06g005990
Solyc05g005460	Solyc06g006000
Solyc05g005470	Solyc06g006010
Solyc05g005480	Solyc06g010160
Solyc05g005490	Solyc06g010170
Solyc05g005500	Solyc06g010180
Solyc05g005510	Solyc06g010190
Solyc05g005520	Solyc06g010200
Solyc05g005530	Solyc06g010210
Solyc05g005540	Solyc06g010220
Solyc05g005550	Solyc06g010230
Solyc05g005560	Solyc06g010240
Solyc05g005570	Solyc06g010250
Solyc05g005580	Solyc06g011280
Solyc05g005590	Solyc06g011290
Solyc05g005600	Solyc06g011300
Solyc05g005610	Solyc06g011310
Solyc05g005620	Solyc06g011320
Solyc05g005630	Solyc06g011330
Solyc05g005640	Solyc06g011340
Solyc05g005650	Solyc06g016660
Solyc05g005660	Solyc06g016670
Solyc05g005670	Solyc06g016680
Solyc05g005680	Solyc06g016690
Solyc05g005690	Solyc06g016700
Solyc05g005700	Solyc06g016710
Solyc05g005710	Solyc06g016720
Solyc05g005720	Solyc06g016730
Solyc05g005730	Solyc06g016740
Solyc05g005740	Solyc06g016750
Solyc05g005750	Solyc06g016760
Solyc05g005760	Solyc06g017880
Solyc05g005770	Solyc06g017890
Solyc05g005780	Solyc06g017920
Solyc05g005790	Solyc06g017930
Solyc05g005800	Solyc06g017940
Solyc05g005810	Solyc06g017950
Solyc05g005820	Solyc06g017970
Solyc05g005830	Solyc06g017980
Solyc05g005840	Solyc06g018000
Solyc05g005850	Solyc06g018060
Solyc05g005860	Solyc06g018070
Solyc05g005870	Solyc06g018090
Solyc05g005880	Solyc06g018100
Solyc05g005890	Solyc06g018110
Solyc05g005900	Solyc06g019110
Solyc05g005910	Solyc06g019120
Solyc05g005920	Solyc06g019130
Solyc05g005930	Solyc06g019140
Solyc05g005940	Solyc06g019150
Solyc05g005950	Solyc06g019160
Solyc05g005960	Solyc06g019170
Solyc05g005970	Solyc06g024200
Solyc05g005980	Solyc06g024210
Solyc05g005990	Solyc06g024220
Solyc05g006000	Solyc06g024230
Solyc05g006010	Solyc06g024240
Solyc05g006020	Solyc06g024250
Solyc05g006030	Solyc06g024260
Solyc05g006040	Solyc06g024270
Solyc05g006050	Solyc06g024280
Solyc05g006060	Solyc06g024290
Solyc05g006070	Solyc06g024300
Solyc05g006080	Solyc06g024310
Solyc05g006090	Solyc06g024320
Solyc05g006100	Solyc06g024330
Solyc05g006110	Solyc06g024340
Solyc05g006120	Solyc06g024350
Solyc05g006130	Solyc06g024360
Solyc05g006140	Solyc06g024370
Solyc05g006150	Solyc06g024380
Solyc05g006160	Solyc06g024390
Solyc05g006170	Solyc06g024400
Solyc05g006180	Solyc06g024410
Solyc05g006190	Solyc06g025410
Solyc05g006200	Solyc06g025420
Solyc05g006210	Solyc06g030440
Solyc05g006220	Solyc06g030470
Solyc05g006230	Solyc06g030490
Solyc05g006240	Solyc06g030500
Solyc05g006250	Solyc06g030510
Solyc05g006260	Solyc06g030520
Solyc05g006270	Solyc06g030620
Solyc05g006280	Solyc06g030630
Solyc05g006290	Solyc06g030640
Solyc05g006300	Solyc06g030650
Solyc05g006310	Solyc06g030660
Solyc05g006320	Solyc06g031740
Solyc05g006330	Solyc06g032760
Solyc05g006340	Solyc06g033770
Solyc05g006350	Solyc06g034290
Solyc05g006360	Solyc06g034300
Solyc05g006370	Solyc06g034310
Solyc05g006380	Solyc06g034320
Solyc05g006390	Solyc06g034330
Solyc05g006400	Solyc06g034340
Solyc05g006410	Solyc06g034350
Solyc05g006420	Solyc06g034360
Solyc05g006430	Solyc06g034370
Solyc05g006440	Solyc06g034380
Solyc05g006450	Solyc06g034390
Solyc05g006460	Solyc06g034400
Solyc05g006470	Solyc06g034410
Solyc05g006490	Solyc06g035410
Solyc05g006500	Solyc06g035420
Solyc05g006510	Solyc06g035430
Solyc05g006520	Solyc06g035440
Solyc05g006530	Solyc06g035450
Solyc05g006540	Solyc06g035460
Solyc05g006550	Solyc06g035470
Solyc05g006560	Solyc06g035480
Solyc05g006570	Solyc06g035490
Solyc05g006580	Solyc06g035500
Solyc05g006590	Solyc06g035510
Solyc05g006600	Solyc06g035520
Solyc05g006610	Solyc06g035530
Solyc05g006620	Solyc06g035540
Solyc05g006630	Solyc06g035550
Solyc05g006640	Solyc06g035740
Solyc05g006650	Solyc06g035750
Solyc05g006660	Solyc06g035760
Solyc05g006670	Solyc06g036120
Solyc05g006680	Solyc06g036130
Solyc05g006690	Solyc06g036140
Solyc05g006700	Solyc06g036150
Solyc05g006710	Solyc06g036170
Solyc05g006720	Solyc06g036180
Solyc05g006730	Solyc06g036190
Solyc05g006740	Solyc06g036200
Solyc05g006750	Solyc06g036210
Solyc05g006760	Solyc06g036220
Solyc05g006770	Solyc06g036470
Solyc05g006780	Solyc06g036480
Solyc05g006790	Solyc06g036490
Solyc05g006800	Solyc06g036500
Solyc05g006810	Solyc06g036510
Solyc05g006820	Solyc06g036520
Solyc05g006830	Solyc06g036530
Solyc05g006840	Solyc06g036540
Solyc05g006850	Solyc06g036550
Solyc05g006860	Solyc06g036570
Solyc05g006870	Solyc06g036580
Solyc05g006880	Solyc06g036590
Solyc05g006890	Solyc06g036640
Solyc05g006900	Solyc06g036650
Solyc05g006910	Solyc06g036660
Solyc05g006920	Solyc06g036670
Solyc05g006930	Solyc06g036680
Solyc05g006940	Solyc06g036690
Solyc05g006950	Solyc06g036700
Solyc05g006960	Solyc06g036710
Solyc05g006970	Solyc06g036720
Solyc05g006980	Solyc06g036780
Solyc05g006990	Solyc06g036790
Solyc05g007000	Solyc06g036800
Solyc05g007010	Solyc06g036810
Solyc05g007020	Solyc06g036820
Solyc05g007030	Solyc06g036850
Solyc05g007040	Solyc06g036890
Solyc05g007050	Solyc06g042930
Solyc05g007060	Solyc06g042940
Solyc05g007070	Solyc06g043030
Solyc05g007080	Solyc06g043040
Solyc05g007090	Solyc06g043050
Solyc05g007100	Solyc06g043060
Solyc05g007110	Solyc06g043070
Solyc05g007120	Solyc06g043080
Solyc05g007130	Solyc06g043100
Solyc05g007140	Solyc06g043110
Solyc05g007150	Solyc06g043120
Solyc05g007160	Solyc06g043130
Solyc05g007170	Solyc06g043140
Solyc05g007180	Solyc06g043150
Solyc05g007190	Solyc06g043160
Solyc05g007200	Solyc06g043170
Solyc05g007210	Solyc06g043180
Solyc05g007220	Solyc06g043230
Solyc05g007230	Solyc06g043240
Solyc05g007240	Solyc06g043250
Solyc05g007250	Solyc06g043260
Solyc05g007260	Solyc06g043270
Solyc05g007270	Solyc06g043280
Solyc05g007280	Solyc06g048370
Solyc05g007290	Solyc06g048380
Solyc05g007300	Solyc06g048390
Solyc05g007310	Solyc06g048400
Solyc05g007330	Solyc06g048410
Solyc05g007340	Solyc06g048420
Solyc05g007350	Solyc06g048430
Solyc05g007360	Solyc06g048440
Solyc05g007370	Solyc06g048450
Solyc05g007380	Solyc06g048460
Solyc05g007390	Solyc06g048470
Solyc05g007400	Solyc06g048740
Solyc05g007410	Solyc06g048750
Solyc05g007420	Solyc06g048760
Solyc05g007430	Solyc06g048770
Solyc05g007440	Solyc06g048780
Solyc05g007450	Solyc06g048790
Solyc05g007460	Solyc06g048800
Solyc05g007470	Solyc06g048810
Solyc05g007480	Solyc06g051350
Solyc05g007490	Solyc06g051360
Solyc05g007500	Solyc06g051370
Solyc05g007510	Solyc06g051380
Solyc05g007520	Solyc06g051390
Solyc05g007530	Solyc06g059810
Solyc05g007540	Solyc06g059820
Solyc05g007550	Solyc06g059830
Solyc05g007560	Solyc06g059840
Solyc05g007570	Solyc06g059850
Solyc05g007580	Solyc06g059860
Solyc05g007590	Solyc06g059870
Solyc05g007600	Solyc06g059880
Solyc05g007610	Solyc06g069350
Solyc05g007620	Solyc06g069360
Solyc05g007630	Solyc06g069370
Solyc05g007640	Solyc06g069380
Solyc05g007650	Solyc06g069390
Solyc05g007660	Solyc06g069400
Solyc05g007670	Solyc06g069410
Solyc05g007680	Solyc06g069420
Solyc05g007690	Solyc06g069430
Solyc05g007700	Solyc06g069440
Solyc05g007710	Solyc06g069450
Solyc05g007720	Solyc06g069460
Solyc05g007730	Solyc06g069470
Solyc05g007740	Solyc06g069480
Solyc05g007750	Solyc06g069490
Solyc05g007760	Solyc06g069500
Solyc05g007770	Solyc06g069510
Solyc05g007780	Solyc06g069520
Solyc05g007790	Solyc06g069530
Solyc05g007800	Solyc06g069540
Solyc05g007810	Solyc06g069550
Solyc05g007820	Solyc06g069560
Solyc05g007830	Solyc06g069570
Solyc05g007840	Solyc06g069580
Solyc05g007850	Solyc06g071450
Solyc05g007860	Solyc06g071460
Solyc05g007870	Solyc06g071470
Solyc05g007880	Solyc06g071480
Solyc05g007890	Solyc06g071490
Solyc05g007900	Solyc06g071500
Solyc05g007910	Solyc06g071510
Solyc05g007920	Solyc06g071520
Solyc05g007930	Solyc06g071530
Solyc05g007940	Solyc06g071540
Solyc05g007950	Solyc06g071550
Solyc05g007960	Solyc06g071560
Solyc05g007970	Solyc06g071570
Solyc05g007980	Solyc06g071580
Solyc05g007990	Solyc06g071590
Solyc05g008000	Solyc06g071600
Solyc05g008010	Solyc06g071610
Solyc05g008020	Solyc06g071620
Solyc05g008030	Solyc06g071630
Solyc05g008040	Solyc06g072210
Solyc05g008050	Solyc06g072220
Solyc05g008060	Solyc06g072230
Solyc05g008070	Solyc06g072240
Solyc05g008080	Solyc06g072250
Solyc05g008090	Solyc06g072260
Solyc05g008100	Solyc06g072270
Solyc05g008110	Solyc06g072280
Solyc05g008120	Solyc06g072290
Solyc05g008130	Solyc06g072300
Solyc05g008140	Solyc06g072310
Solyc05g008150	Solyc06g072320
Solyc05g008160	Solyc06g072330
Solyc05g008170	Solyc06g072340
Solyc05g008180	Solyc07g005000
Solyc05g008190	Solyc07g005010
Solyc05g008200	Solyc07g005020
Solyc05g008210	Solyc07g005030
Solyc05g008220	Solyc07g005040
Solyc05g008230	Solyc07g005540
Solyc05g008240	Solyc07g005550
Solyc05g008250	Solyc07g005560
Solyc05g008260	Solyc07g005570
Solyc05g008270	Solyc07g005580
Solyc05g008280	Solyc07g005590
Solyc05g008290	Solyc07g005600
Solyc05g008300	Solyc07g005610
Solyc05g008310	Solyc07g005620
Solyc05g008320	Solyc07g005630
Solyc05g008330	Solyc07g005640
Solyc05g008340	Solyc07g005650
Solyc05g008350	Solyc07g005660
Solyc05g008360	Solyc07g005990
Solyc05g008370	Solyc07g006000
Solyc05g008380	Solyc07g006010
Solyc05g008390	Solyc07g006020
Solyc05g008400	Solyc07g006030
Solyc05g008410	Solyc07g006040
Solyc05g008420	Solyc07g006050
Solyc05g008430	Solyc07g006060
Solyc05g008440	Solyc07g006070
Solyc05g008450	Solyc07g006080
Solyc05g008460	Solyc07g006090
Solyc05g008470	Solyc07g006100
Solyc05g008480	Solyc07g006110
Solyc05g008490	Solyc07g006120
Solyc05g008500	Solyc07g006130
Solyc05g008510	Solyc07g006140
Solyc05g008520	Solyc07g006150
Solyc05g008530	Solyc07g006160
Solyc05g008540	Solyc07g006170
Solyc05g008550	Solyc07g006180
Solyc05g008560	Solyc07g006190
Solyc05g008570	Solyc07g006200
Solyc05g008580	Solyc07g006210
Solyc05g008590	Solyc07g006220
Solyc05g008600	Solyc07g006230
Solyc05g008610	Solyc07g006240
Solyc05g008620	Solyc07g006250
Solyc05g008630	Solyc07g006260
Solyc05g008640	Solyc07g006270
Solyc05g008650	Solyc07g006280
Solyc05g008660	Solyc07g006290
Solyc05g008670	Solyc07g006300
Solyc05g008680	Solyc07g006310
Solyc05g008690	Solyc07g006320
Solyc05g008700	Solyc07g006330
Solyc05g008710	Solyc07g006340
Solyc05g008720	Solyc07g006350
Solyc05g008730	Solyc07g006360
Solyc05g008740	Solyc07g006370
Solyc05g008750	Solyc07g006380
Solyc05g008760	Solyc07g006390
Solyc05g008770	Solyc07g006400
Solyc05g008780	Solyc07g006410
Solyc05g008790	Solyc07g006420
Solyc05g008800	Solyc07g006430
Solyc05g008810	Solyc07g006440
Solyc05g008820	Solyc07g006450
Solyc05g008830	Solyc07g006460
Solyc05g008840	Solyc07g006470
Solyc05g008850	Solyc07g006480
Solyc05g008860	Solyc07g006490
Solyc05g008870	Solyc07g006500
Solyc05g008880	Solyc07g006510
Solyc05g008890	Solyc07g006520
Solyc05g008900	Solyc07g006530
Solyc05g008910	Solyc07g006540
Solyc05g008920	Solyc07g006550
Solyc05g008930	Solyc07g006560
Solyc05g008940	Solyc07g006570
Solyc05g008950	Solyc07g006580
Solyc05g008960	Solyc07g006590
Solyc05g008970	Solyc07g006600
Solyc05g008980	Solyc07g006610
Solyc05g008990	Solyc07g006620
Solyc05g009000	Solyc07g006630
Solyc05g009010	Solyc07g006640
Solyc05g009020	Solyc07g006650
Solyc05g009030	Solyc07g006660
Solyc05g009040	Solyc07g006670
Solyc05g009050	Solyc07g007860
Solyc05g009060	Solyc07g007870
Solyc05g009070	Solyc07g007880
Solyc05g009080	Solyc07g007890
Solyc05g009090	Solyc07g007900
Solyc05g009100	Solyc07g007910
Solyc05g009380	Solyc07g007920
Solyc05g009390	Solyc07g007930
Solyc05g009400	Solyc07g007940
Solyc05g009410	Solyc07g007950
Solyc05g009420	Solyc07g007960
Solyc05g009430	Solyc07g007970
Solyc05g009440	Solyc07g007980
Solyc05g009450	Solyc07g007990
Solyc05g009460	Solyc07g008000
Solyc05g009470	Solyc07g008330
Solyc05g009480	Solyc07g008340
Solyc05g009490	Solyc07g008350
Solyc05g009500	Solyc07g008360
Solyc05g009510	Solyc07g008370
Solyc05g009520	Solyc07g008380
Solyc05g009530	Solyc07g008390
Solyc05g009540	Solyc07g008400
Solyc05g009550	Solyc07g008410
Solyc05g009560	Solyc07g008420
Solyc05g009570	Solyc07g009050
Solyc05g009580	Solyc07g009060
Solyc05g009590	Solyc07g009070
Solyc05g009600	Solyc07g009080
Solyc05g009610	Solyc07g009090
Solyc05g009620	Solyc07g009100
Solyc05g009630	Solyc07g009110
Solyc05g009640	Solyc07g009120
Solyc05g009650	Solyc07g009130
Solyc05g009660	Solyc07g009380
Solyc05g009670	Solyc07g009390
Solyc05g009680	Solyc07g009400
Solyc05g009850	Solyc07g009410
Solyc05g009860	Solyc07g009420
Solyc05g009870	Solyc07g009430
Solyc05g009880	Solyc07g009440
Solyc05g009890	Solyc07g009450
Solyc05g009900	Solyc07g009460
Solyc05g009910	Solyc07g009470
Solyc05g009920	Solyc07g009480
Solyc05g009930	Solyc07g009490
Solyc05g009940	Solyc07g009500
Solyc05g009950	Solyc07g009510
Solyc05g009960	Solyc07g009520
Solyc05g009970	Solyc07g009530
Solyc05g009980	Solyc07g009540
Solyc05g009990	Solyc07g009550
Solyc05g010000	Solyc07g009560
Solyc05g010010	Solyc07g009570
Solyc05g010020	Solyc07g009580
Solyc05g010030	Solyc07g014580
Solyc05g010040	Solyc07g016150
Solyc05g010050	Solyc07g016160
Solyc05g010060	Solyc07g016170
Solyc05g010070	Solyc07g016180
Solyc05g010080	Solyc07g016190
Solyc05g010090	Solyc07g016200
Solyc05g010100	Solyc07g017510
Solyc05g010110	Solyc07g017520
Solyc05g010120	Solyc07g017530
Solyc05g010130	Solyc07g017540
Solyc05g010140	Solyc07g017550
Solyc05g010150	Solyc07g017560
Solyc05g010160	Solyc07g017570
Solyc05g010170	Solyc07g017580
Solyc05g010180	Solyc07g017590
Solyc05g010190	Solyc07g017600
Solyc05g010200	Solyc07g017610
Solyc05g010210	Solyc07g017620
Solyc05g010220	Solyc07g017630
Solyc05g010230	Solyc07g017640
Solyc05g010240	Solyc07g017650
Solyc05g010250	Solyc07g017660
Solyc05g010260	Solyc07g017670
Solyc05g010270	Solyc07g017680
Solyc05g010280	Solyc07g017690
Solyc05g010290	Solyc07g017700
Solyc05g010300	Solyc07g017710
Solyc05g010310	Solyc07g017720
Solyc05g010320	Solyc07g017730
Solyc05g010330	Solyc07g017740
Solyc05g010340	Solyc07g017750
Solyc05g010350	Solyc07g017760
Solyc05g010360	Solyc07g017770
Solyc05g010370	Solyc07g017880
Solyc05g013740	Solyc07g017890
Solyc05g013750	Solyc07g017900
Solyc05g013760	Solyc07g017970
Solyc05g013770	Solyc07g017980
Solyc05g013780	Solyc07g017990
Solyc05g013790	Solyc07g018000
Solyc05g013800	Solyc07g018010
Solyc05g013810	Solyc07g018020
Solyc05g013820	Solyc07g018030
Solyc05g013930	Solyc07g018040
Solyc05g013940	Solyc07g018060
Solyc05g013950	Solyc07g018070
Solyc05g013960	Solyc07g018080
Solyc05g013970	Solyc07g018090
Solyc05g013980	Solyc07g018100
Solyc05g013990	Solyc07g018110
Solyc05g014000	Solyc07g018120
Solyc05g014020	Solyc07g018130
Solyc05g014030	Solyc07g018140
Solyc05g014040	Solyc07g018150
Solyc05g014050	Solyc07g018160
Solyc05g014060	Solyc07g018180
Solyc05g014070	Solyc07g018190
Solyc05g014080	Solyc07g018200
Solyc05g014090	Solyc07g018210
Solyc05g014100	Solyc07g018220
Solyc05g014110	Solyc07g018230
Solyc05g014120	Solyc07g018240
Solyc05g014130	Solyc07g018250
Solyc05g014140	Solyc07g018260
Solyc05g014150	Solyc07g018270
Solyc05g014160	Solyc07g018290
Solyc05g014170	Solyc07g018300
Solyc05g014180	Solyc07g018310
Solyc05g014190	Solyc07g018320
Solyc05g014200	Solyc07g018330
Solyc05g014210	Solyc07g018340
Solyc05g015720	Solyc07g018350
Solyc05g015730	Solyc07g018360
Solyc05g015740	Solyc07g018370
Solyc05g015750	Solyc07g018380
Solyc05g016470	Solyc07g018390
Solyc05g016600	Solyc07g018400
Solyc05g016610	Solyc07g018410
Solyc05g016620	Solyc07g018420
Solyc05g016640	Solyc07g018430
Solyc05g016650	Solyc07g019430
Solyc05g025950	Solyc07g019440
Solyc05g051550	Solyc07g019450
Solyc05g051560	Solyc07g019460
Solyc05g051570	Solyc07g019470
Solyc05g051580	Solyc07g019480
Solyc05g051590	Solyc07g019490
Solyc05g051600	Solyc07g019500
Solyc05g051610	Solyc07g019510
Solyc05g051620	Solyc07g019520
Solyc05g051630	Solyc07g019530
Solyc05g051640	Solyc07g019540
Solyc05g051650	Solyc07g019550
Solyc05g051660	Solyc07g019560
Solyc05g051670	Solyc07g019570
Solyc05g051680	Solyc07g019580
Solyc05g053410	Solyc07g019590
Solyc05g053420	Solyc07g019600
Solyc05g053430	Solyc07g019610
Solyc05g053440	Solyc07g019620
Solyc05g053450	Solyc07g019630
Solyc05g053460	Solyc07g019640
Solyc05g053470	Solyc07g019650
Solyc05g053480	Solyc07g019660
Solyc05g053490	Solyc07g019670
Solyc05g053500	Solyc07g019680
Solyc05g053510	Solyc07g019700
Solyc05g053520	Solyc07g020700
Solyc05g053530	Solyc07g020710
Solyc05g053540	Solyc07g020810
Solyc05g053550	Solyc07g020820
Solyc05g053560	Solyc07g020830
Solyc05g053570	Solyc07g020840
Solyc05g053580	Solyc07g020850
Solyc05g053590	Solyc07g020860
Solyc05g053600	Solyc07g020870
Solyc05g053610	Solyc07g020880
Solyc05g053620	Solyc07g020890
Solyc05g053630	Solyc07g020900
Solyc05g053640	Solyc07g020910
Solyc05g053650	Solyc07g020920
Solyc05g053660	Solyc07g020930
Solyc05g053670	Solyc07g020940
Solyc05g053680	Solyc07g020950
Solyc05g053690	Solyc07g020960
Solyc05g053700	Solyc07g020970
Solyc05g053710	Solyc07g020980
Solyc05g053720	Solyc07g020990
Solyc05g053730	Solyc07g021000
Solyc05g053740	Solyc07g021010
Solyc05g053750	Solyc07g021020
Solyc05g053760	Solyc07g021030
Solyc05g053770	Solyc07g021040
Solyc05g053780	Solyc07g021050
Solyc05g053790	Solyc07g021060
Solyc05g053800	Solyc07g021070
Solyc05g053810	Solyc07g021080
Solyc05g053820	Solyc07g021100
Solyc05g053830	Solyc07g021110
Solyc05g053850	Solyc07g021120
Solyc05g053860	Solyc07g021340
Solyc05g053870	Solyc07g021350
Solyc05g053880	Solyc07g021360
Solyc05g053890	Solyc07g021370
Solyc05g053900	Solyc07g021380
Solyc05g053910	Solyc07g021390
Solyc05g053920	Solyc07g021400
Solyc05g053930	Solyc07g021410
Solyc05g053940	Solyc07g021420
Solyc05g053950	Solyc07g021430
Solyc05g053960	Solyc07g021440
Solyc05g053970	Solyc07g021450
Solyc05g053980	Solyc07g021460
Solyc05g053990	Solyc07g021480
Solyc05g054000	Solyc07g021490
Solyc05g054010	Solyc07g021500
Solyc05g054020	Solyc07g021510
Solyc05g054030	Solyc07g021520
Solyc05g054040	Solyc07g021530
Solyc05g054050	Solyc07g021540
Solyc05g054060	Solyc07g021550
Solyc05g054070	Solyc07g021560
Solyc05g054080	Solyc07g021570
Solyc05g054090	Solyc07g021580
Solyc05g054100	Solyc07g021590
Solyc05g054110	Solyc07g021600
